01983,Topsfield,MA,USA,Essex,42.63728,-70.94257
01984,Wenham,MA,USA,Essex,42.60083,-70.88251
01985,West Newbury,MA,USA,Essex,42.79391,-70.96907
02019,Bellingham,MA,USA,Norfolk,42.07773,-71.47408
02021,Canton,MA,USA,Norfolk,42.17514,-71.12656
02025,Cohasset,MA,USA,Norfolk,42.23604,-70.81903
02026,Dedham,MA,USA,Norfolk,42.24671,-71.17777
02030,Dover,MA,USA,Norfolk,42.23663,-71.28418
02032,East Walpole,MA,USA,Norfolk,42.15491,-71.21548
02035,Foxboro,MA,USA,Norfolk,42.06266,-71.24613
02038,Franklin,MA,USA,Norfolk,42.08623,-71.41127
02043,Hingham,MA,USA,Plymouth,42.21678,-70.88499
02045,Hull,MA,USA,Plymouth,42.28436,-70.88269
02047,Humarock,MA,USA,Plymouth,42.13346,-70.68674
02048,Mansfield,MA,USA,Bristol,42.01626,-71.21868
02050,Marshfield,MA,USA,Plymouth,42.11488,-70.71476
02052,Medfield,MA,USA,Norfolk,42.18481,-71.305
02053,Medway,MA,USA,Norfolk,42.15352,-71.42904
